# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "/scratch_tmp/grp/msc_appbio/group1/ref_gen/raw_refgen/GCF_000146045.2/genomic.gtf" "-g" "db_xref" "-o" "/scratch_tmp/grp/msc_appbio/group1/outputs/readCounts/readCounts2.txt" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318268_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318269_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318270_Aligned.sortedByCoord.out.bam" "/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318271_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318268_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318269_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318270_Aligned.sortedByCoord.out.bam	/scratch_tmp/grp/msc_appbio/group1/outputs/star_outs/SRR11318271_Aligned.sortedByCoord.out.bam
GenBank:NM_001181690.1	NC_001142.9	491081	492262	+	1182	2978	2960	2270	2754
GenBank:NM_001181691.3	NC_001142.9	492378	496451	-	4074	6412	6838	7140	4966
GenBank:NM_001181692.1	NC_001142.9	496683	497009	+	327	3635	3523	2880	3804
GenBank:NM_001181693.1	NC_001142.9	497355	500612	+	3258	4732	5167	4266	3563
GenBank:NM_001181694.3	NC_001142.9	500713	503391	-	2679	2489	2022	2505	1790
GenBank:NM_001181697.1	NC_001142.9	503936	507301	+	3366	3576	3547	3497	2674
GenBank:NM_001181698.1	NC_001142.9	507746	510085	+	2340	3319	3983	3546	4146
GenBank:NM_001181699.3	NC_001142.9	510239	513763	-	3525	1919	2018	1525	1801
GenBank:NM_001181700.1	NC_001142.9	514055	516289	+	2235	5713	6148	5826	6239
GenBank:NM_001181701.1	NC_001142.9	516461	517513	-	1053	1394	1721	1444	1538
GeneID:853501	NC_001142.9	517813	517884	-	72	0	1	0	0
GenBank:NM_001181702.3	NC_001142.9	518763	519185	-	423	6168	6126	5504	6196
GenBank:NM_001181703.1	NC_001142.9	519638	521602	-	1965	107993	128899	100455	99331
GenBank:NM_001181704.1	NC_001142.9	522048	523862	+	1815	9240	11833	7320	7584
GeneID:853505	NC_001142.9	524012	524093	-	82	31	53	34	39
GenBank:NM_001181705.3	NC_001142.9	524908	525381	-	474	224	303	218	282
GenBank:NM_001181706.1	NC_001142.9	526335	526664	+	330	8722	12042	14532	31944
GenBank:NM_001181707.1	NC_001142.9	526884	528476	-	1593	8147	7951	8121	6512
GenBank:NM_001181708.3	NC_001142.9	528697	529404	+	708	3569	3365	3452	3519
GenBank:NM_001181709.1	NC_001142.9	529861	531366	+	1506	7654	6787	6426	5090
GeneID:853511	NC_001142.9	531828	531898	+	71	5	0	3	0
GenBank:NM_001181710.1	NC_001142.9	532062	533759	+	1698	5565	5984	5148	4879
GenBank:NM_001181711.3	NC_001142.9	534027	535751	+	1725	1125	1131	1053	796
GenBank:NM_001181712.1	NC_001142.9	536056	537549	+	1494	2339	2707	2876	3183
GeneID:853515	NC_001142.9	538555	538626	+	72	1	3	3	4
GenBank:NM_001181713.1	NC_001142.9	538772	539266	+	495	1906	1747	1414	1298
GeneID:853517	NC_001142.9	541508	541579	+	72	7	7	6	6
GenBank:NM_001181714.3	NC_001142.9	541792	542502	-	711	3064	2925	3616	3495
GeneID:853519	NC_001142.9;NC_001142.9	542956;543006	542991;543044	-;-	75	26	16	7	11
GenBank:NM_001181715.1	NC_001142.9	544062	544712	+	651	5504	5996	4265	5313
GenBank:NM_001181716.1	NC_001142.9	544732	545175	-	444	2293	2464	1901	2961
GenBank:NM_001181717.3	NC_001142.9	545787	548243	+	2457	9079	9199	10050	7282
GenBank:NM_001181718.1	NC_001142.9	548759	549814	+	1056	2220	2293	2062	1780
GenBank:NM_001181719.1	NC_001142.9	550511	553318	+	2808	14799	16472	15646	12301
GenBank:NM_001181720.3	NC_001142.9	553476	554849	-	1374	3082	3036	2578	2217
GenBank:NM_001181721.1	NC_001142.9	555195	555572	+	378	1950	2205	1821	2643
GenBank:NM_001181722.1	NC_001142.9	555914	557602	+	1689	20150	19163	20296	21738
GenBank:NM_001181723.3	NC_001142.9	557809	559158	-	1350	13822	13898	15047	13450
GenBank:NM_001181724.1	NC_001142.9	559416	566828	+	7413	6247	7115	6141	5136
GenBank:NM_001181725.1	NC_001142.9	567019	567444	-	426	2523	2489	2162	2543
GenBank:NM_001181726.3	NC_001142.9	567643	568704	+	1062	5385	5865	5094	5402
GenBank:NM_001181727.1	NC_001142.9	568806	569399	-	594	2049	2208	1703	3047
GenBank:NM_001181728.1	NC_001142.9	569621	570598	-	978	7851	9461	6836	8168
GenBank:NM_001181730.3	NC_001142.9	570967	572124	-	1158	11345	11819	11467	8686
GenBank:NM_001181731.1	NC_001142.9	572315	572935	-	621	31879	30243	21947	25370
GenBank:NM_001181732.1	NC_001142.9	573095	573751	+	657	9017	8191	7420	7115
GenBank:NM_001181733.3	NC_001142.9	573981	575171	+	1191	10362	10075	8474	9679
GenBank:NM_001181734.1	NC_001142.9	575354	576601	-	1248	6631	7072	5988	5920
GenBank:NM_001181735.1	NC_001142.9	577255	578190	-	936	18761	24236	24039	35565
GenBank:NM_001181736.3	NC_001142.9	578860	580221	+	1362	5635	6022	5638	5732
GenBank:NM_001181737.1	NC_001142.9;NC_001142.9	580205;581053	580347;581239	+;+	330	339	355	339	481
GenBank:NM_001181738.1	NC_001142.9	580432	581616	-	1185	6089	6997	6791	11830
GenBank:NM_001181739.3	NC_001142.9	581914	582255	-	342	6019	5749	5712	6229
GenBank:NM_001181740.1	NC_001142.9	582608	583537	-	930	2869	2502	2642	2304
GenBank:NM_001181741.1	NC_001142.9	583733	585004	+	1272	2931	3218	2782	2954
GenBank:NM_001181742.3	NC_001142.9	585120	585437	-	318	33132	28302	26959	29059
GenBank:NM_001181743.1	NC_001142.9	586068	586400	+	333	5427	4414	4416	6646
GenBank:NM_001181745.1	NC_001142.9	586495	587373	-	879	8351	6743	8899	10094
GenBank:NM_001181746.3	NC_001142.9	587718	590582	+	2865	6049	6276	5354	4540
GenBank:NM_001181747.1	NC_001142.9	590872	594327	-	3456	7353	7264	7191	6290
GenBank:NM_001181748.1	NC_001142.9	595061	598336	-	3276	9297	10189	8777	7045
GenBank:NM_001181749.3	NC_001142.9	598735	603078	+	4344	4177	4602	2908	2378
GenBank:NM_001181750.1	NC_001142.9	603220	604203	-	984	3134	3026	3140	2481
GenBank:NM_001181751.1	NC_001142.9	604569	605651	-	1083	1305	1452	1188	940
GenBank:NR_132197.1	NC_001142.9	605936	607424	-	1489	42699	59229	28127	36160
GenBank:NM_001181752.3	NC_001142.9;NC_001142.9	608305;608582	608306;608858	+;+	279	21933	23122	19920	42932
GenBank:NM_001181753.1	NC_001142.9	609773	610741	+	969	27924	26498	34083	53373
GenBank:NM_001181754.1	NC_001142.9	611195	612043	+	849	48524	43977	43413	31566
GenBank:NM_001181755.3	NC_001142.9	612413	612931	+	519	2504	2125	2206	2905
GenBank:NM_001181756.2	NC_001142.9	613186	615156	-	1971	1341	1603	1158	1200
GenBank:NM_001181757.1	NC_001142.9	615576	616286	+	711	4501	4300	3649	3799
GenBank:NM_001181758.3	NC_001142.9	616351	617334	-	984	5174	5139	4063	5823
GeneID:853564	NC_001142.9;NC_001142.9	617919;617976	617956;618019	+;+	82	1	8	0	0
GenBank:NM_001181759.1	NC_001142.9	618234	619034	+	801	5949	6254	4886	8921
GenBank:NM_001181760.1	NC_001142.9	619157	619765	-	609	2655	2499	2540	2424
GenBank:NM_001181761.4	NC_001142.9	620754	622490	+	1737	14764	16178	14988	10937
GenBank:NM_001181762.1	NC_001142.9	622550	623014	-	465	146826	127724	130144	125288
GenBank:NM_001181763.1	NC_001142.9	623581	624603	+	1023	11182	11916	10428	14146
GenBank:NM_001181764.4	NC_001142.9	624838	627015	+	2178	3337	3767	3125	2576
GenBank:NM_001181765.2	NC_001142.9	627340	628326	+	987	3972	4240	4253	4403
GenBank:NM_001395036.1	NC_001142.9	628457	628693	-	237	2809	2561	2314	3686
GenBank:NM_001181766.1	NC_001142.9	628712	629083	+	372	689	702	542	492
GenBank:NM_001181767.3	NC_001142.9	629585	632941	-	3357	10555	13144	8106	9116
GenBank:NM_001181768.1	NC_001142.9	633615	635681	+	2067	3914	3851	2995	3589
GenBank:NM_001181769.1	NC_001142.9	635855	636706	-	852	2124	2582	1552	1866
GenBank:NM_001181770.3	NC_001142.9	637030	637635	+	606	1527	1505	1376	1672
GenBank:NM_001184523.1	NC_001142.9;NC_001142.9	637790;637859	637809;638168	+;+	330	3465	3954	3380	4380
GenBank:NM_001181771.1	NC_001142.9	638232	638975	-	744	12997	13881	10800	11508
GenBank:NM_001181773.3	NC_001142.9	639942	640451	+	510	5904	5022	2736	1498
GenBank:NM_001181774.1	NC_001142.9	640825	641664	+	840	4719	4705	2058	1630
GenBank:NM_001181775.1	NC_001142.9	642007	643368	+	1362	22981	24821	24365	19887
GenBank:NM_001181776.3	NC_001142.9	643490	644101	-	612	3315	3305	2589	3934
GenBank:NM_001181777.1	NC_001142.9	644304	646490	-	2187	3489	3426	3029	2760
GenBank:NM_001181778.1	NC_001142.9	647126	647476	+	351	665	759	809	910
GenBank:NM_001181779.3	NC_001142.9	647607	649142	+	1536	44587	55308	65762	100168
GenBank:NM_001181780.1	NC_001142.9	649776	651269	+	1494	6239	6621	6597	6906
GenBank:NM_001181781.1	NC_001142.9	651901	652578	+	678	55384	60100	65485	104159
GenBank:NM_001181782.3	NC_001142.9	652892	654238	-	1347	1656	1905	1690	2553
GenBank:NM_001181783.1	NC_001142.9	654737	655963	-	1227	9272	8796	9462	7433
GenBank:NM_001181784.1	NC_001142.9	656254	658689	-	2436	14883	14162	16430	13711
GenBank:NM_001181785.3	NC_001142.9	658917	663059	-	4143	4108	5289	4782	4178
GenBank:NM_001348848.1	NC_001142.9	662921	663280	+	360	75	92	79	43
GenBank:NR_132198.1	NC_001142.9	663749	663942	+	194	519	496	442	464
GenBank:NM_001181787.2	NC_001142.9	664000	665019	-	1020	2143	2039	1896	1578
GenBank:NM_001181788.1	NC_001142.9	665218	667137	-	1920	9762	9938	8967	9354
GenBank:NM_001181789.3	NC_001142.9	667644	669293	+	1650	4473	4140	3635	3918
GenBank:NM_001181790.2	NC_001142.9	669522	672668	+	3147	4785	5263	4962	4898
GenBank:NM_001181791.1	NC_001142.9	672991	673620	+	630	5930	6315	5141	5958
GenBank:NM_001181792.3	NC_001142.9	673729	675852	-	2124	5721	6127	5299	5192
GenBank:NM_001181793.1	NC_001142.9	676059	676778	-	720	2464	2143	1562	1607
GenBank:NM_001184382.1	NC_001142.9	676971	677234	+	264	9756	7540	7971	11771
GenBank:NM_001181794.3	NC_001142.9	677441	678706	-	1266	3045	3060	2539	2926
GenBank:NM_001181795.1	NC_001142.9	678957	683285	-	4329	6428	7941	6163	5731
GenBank:NM_001181796.2	NC_001142.9	684567	689321	+	4755	4193	4540	4875	4054
GenBank:NM_001181797.3	NC_001142.9	689445	690524	-	1080	15117	14902	16999	17460
GenBank:NM_001181798.1	NC_001142.9	690750	695696	-	4947	4610	4989	4079	4095
GenBank:NM_001181799.1	NC_001142.9	695906	696949	+	1044	5607	5327	4665	5321
GenBank:NM_001181800.3	NC_001142.9	697141	698169	+	1029	2459	2987	2286	3039
GenBank:NM_001181801.1	NC_001142.9	698326	700614	-	2289	6775	7504	6993	9532
GenBank:NM_001181802.1	NC_001142.9	700882	701691	+	810	8338	8772	8387	10941
GenBank:NM_001181803.3	NC_001142.9;NC_001142.9	702027;703055	702798;703068	-;-	786	33456	37977	38514	55442
GenBank:NM_001270754.1	NC_001142.9	703885	704238	+	354	1076	1333	710	813
GenBank:NM_001181805.1	NC_001142.9	704196	705272	+	1077	3726	4701	4644	5117
GenBank:NM_001181806.1	NC_001142.9	705744	706874	+	1131	37039	39093	32289	39433
GenBank:NM_001181807.4	NC_001142.9	707160	708374	+	1215	2492	2858	3176	3303
GenBank:NM_001181808.4	NC_001142.9	708811	709707	-	897	1189	1016	683	659
GenBank:NM_001181809.2	NC_001142.9	712255	715740	-	3486	4681	6006	4182	2900
GenBank:NM_001184556.1	NC_001142.9	717580	717630	+	51	71	52	39	31
GenBank:NM_001181810.3	NC_001142.9	719666	721297	+	1632	2754	3120	2390	2251
GenBank:NM_001181811.3	NC_001142.9	722815	723900	+	1086	2302	2787	1972	1947
GenBank:NM_001181812.1	NC_001142.9	725784	726824	+	1041	1196	1375	1017	965
GenBank:NM_001181813.1	NC_001142.9	727405	728271	+	867	18627	18525	17197	13344
GenBank:NM_001181814.3	NC_001142.9	728574	729596	-	1023	1795	1920	1180	1103
GenBank:NM_001181816.3	NC_001142.9	732440	734143	+	1704	2	1	6	0
GenBank:NM_001181817.1	NC_001142.9	736044	737117	+	1074	378	407	290	318
GenBank:NM_001181818.1	NC_001142.9	738008	739816	-	1809	324	408	241	220
GenBank:NM_001181819.3	NC_001142.9	742848	743999	-	1152	1561	1926	1030	1160
GenBank:NM_001179789.1	NC_001143.9	1810	2181	-	372	0	0	0	0
GenBank:NM_001179787.1	NC_001143.9	3503	5620	-	2118	2768	2787	2646	2311
GenBank:NM_001179786.2	NC_001143.9	6107	7528	+	1422	6816	5916	7583	5501
GenBank:NM_001179785.1	NC_001143.9	9091	11226	-	2136	633	828	633	773
GenBank:NM_001179784.1	NC_001143.9	14485	15708	+	1224	2254	2450	2223	2976
GenBank:NM_001179783.1	NC_001143.9	17359	18339	-	981	3533	3752	2843	2792
GenBank:NM_001179782.1	NC_001143.9	22234	24084	+	1851	467602	439392	292131	331206
GenBank:NM_001179781.1	NC_001143.9	25215	26159	+	945	5047	5903	4502	5653
GenBank:NM_001179780.1	NC_001143.9	26827	30687	-	3861	3613	4130	3669	3337
GenBank:NM_001179779.1	NC_001143.9	31082	31693	-	612	4332	4608	4056	4403
GenBank:NM_001179778.1	NC_001143.9	31960	34107	-	2148	8863	9070	9899	8943
GenBank:NM_001179777.1	NC_001143.9	34543	36414	+	1872	4489	5490	4926	6230
GenBank:NM_001179776.1	NC_001143.9	36699	38153	-	1455	4951	5576	4152	4940
GenBank:NR_132199.1	NC_001143.9	38811	38911	+	101	138	109	122	112
GenBank:NM_001179775.1	NC_001143.9	39163	42237	+	3075	30895	29693	38435	27246
GenBank:NM_001179774.1	NC_001143.9	42423	46295	-	3873	2924	3797	3811	6257
GeneID:853672	NC_001143.9	46735	46806	-	72	19	20	27	25
GenBank:NM_001179773.1	NC_001143.9	47157	47972	+	816	2481	2587	1741	2428
GenBank:NM_001179772.1	NC_001143.9	48194	48955	+	762	10678	10744	9026	11835
GenBank:NM_001179771.1	NC_001143.9	49006	49809	-	804	4368	5075	3847	4821
GenBank:NM_001179770.1	NC_001143.9	50051	53353	+	3303	3056	3360	2967	3305
GenBank:NM_001179769.1	NC_001143.9	53704	55602	+	1899	6497	7083	6358	4566
GenBank:NM_001179768.1	NC_001143.9	55935	63359	-	7425	6448	7295	7157	6060
GenBank:NM_001179766.1	NC_001143.9	63930	67466	-	3537	7674	9550	6964	7481
GenBank:NM_001179764.2	NC_001143.9	68232	70220	-	1989	14893	16497	11577	8382
GenBank:NM_001179763.1	NC_001143.9	70734	73865	-	3132	4086	4304	4210	3227
GeneID:853637	NC_001143.9	74624	74697	+	74	46	31	22	36
GenBank:NM_001179762.1	NC_001143.9	74932	75534	-	603	47431	37177	36152	43785
GenBank:NM_001179761.1	NC_001143.9	75821	77032	+	1212	26931	29957	23563	33818
GenBank:NM_001179760.1	NC_001143.9	77258	78646	-	1389	1510	1900	1331	1918
GenBank:NM_001179759.1	NC_001143.9	78866	79882	-	1017	6258	6131	5611	5088
GenBank:NM_001179758.1	NC_001143.9	80160	80537	-	378	10622	12122	10711	11084
GenBank:NM_001179757.1	NC_001143.9	81035	82639	+	1605	6042	6856	6079	5861
GenBank:NM_001179756.1	NC_001143.9;NC_001143.9	82947;83075	82998;83550	+;+	528	10709	11463	8615	10687
GeneID:853645	NC_001143.9	84208	84291	+	84	9	4	14	6
GenBank:NM_001179755.1	NC_001143.9	84704	85903	+	1200	2979	2910	2854	2713
GenBank:NM_001179754.1	NC_001143.9	86225	88786	-	2562	12508	10860	11496	8542
GenBank:NM_001179753.1	NC_001143.9	89284	91536	-	2253	139642	112233	99561	76761
GenBank:NM_001179752.1	NC_001143.9	92744	93298	-	555	14376	19171	10021	11641
GenBank:NM_001179751.1	NC_001143.9	94499	96265	+	1767	6940	9182	10574	13556
GenBank:NM_001179750.1	NC_001143.9	96757	98157	+	1401	3641	4015	3869	4412
GenBank:NM_001184557.1	NC_001143.9	98395	98607	-	213	111	106	191	182
GenBank:NM_001179749.1	NC_001143.9	98721	99641	+	921	2262	2106	2805	2987
GenBank:NM_001179748.1	NC_001143.9	100671	106826	+	6156	217592	236344	120441	97303
GenBank:NM_001179747.1	NC_001143.9	107316	108599	+	1284	9892	10513	10808	12994
GenBank:NM_001179746.1	NC_001143.9;NC_001143.9	109269;109884	109577;110129	+;+	555	20552	23622	24813	31672
GenBank:NM_001179745.1	NC_001143.9	110464	112503	-	2040	5212	5213	5658	5995
GenBank:NM_001179744.1	NC_001143.9	113215	114627	-	1413	2113	2235	1691	2068
GenBank:NM_001179742.1	NC_001143.9	115500	117986	-	2487	9136	9826	8980	9490
GenBank:NM_001179741.1	NC_001143.9	118793	120304	+	1512	12312	11481	9623	8492
GenBank:NM_001179740.1	NC_001143.9	120380	122236	-	1857	5252	6149	4753	5572
GenBank:NM_001179739.1	NC_001143.9	122517	125543	+	3027	5665	5895	5534	5587
GenBank:NM_001179738.1	NC_001143.9	125759	127042	+	1284	9420	10479	8115	13892
GenBank:NM_001179737.1	NC_001143.9	127475	130261	+	2787	10266	10010	10742	7276
GenBank:NM_001179736.1	NC_001143.9	130634	131050	+	417	4632	4479	4619	5536
GenBank:NM_001179734.1	NC_001143.9	131288	133462	-	2175	3878	3672	4214	3885
GenBank:NM_001179733.1	NC_001143.9	133721	134134	-	414	3750	3884	3983	4458
GenBank:NM_001179732.1	NC_001143.9	134509	135705	-	1197	2499	2639	2275	2679
GenBank:NM_001179731.1	NC_001143.9	137932	140691	-	2760	7306	11183	4293	5804
GeneID:853691	NC_001143.9	141018	141089	-	72	57	54	32	59
GenBank:NM_001179730.1	NC_001143.9	141794	142819	-	1026	8900	11235	7817	6714
GenBank:NM_001179729.1	NC_001143.9	144401	145378	+	978	37095	41631	25125	26444
GenBank:NM_001179728.1	NC_001143.9	147630	148838	-	1209	2823	2738	2960	2124
GenBank:NM_001179727.1	NC_001143.9	149386	150687	-	1302	3357	3589	2646	2515
GenBank:NM_001179726.1	NC_001143.9	153269	153706	+	438	8589	8866	8925	10559
GenBank:NM_001179725.1	NC_001143.9	153816	154451	-	636	2153	2737	2140	2187
GenBank:NM_001179723.2	NC_001143.9;NC_001143.9	154991;155655	155271;158232	+;+	2859	19876	21020	21336	20083
GenBank:NM_001179722.1	NC_001143.9;NC_001143.9	158613;158967	158615;159212	+;+	249	17460	17061	16638	26962
GenBank:NM_001179721.1	NC_001143.9	159456	161342	-	1887	5354	5672	5123	6343
GenBank:NM_001179720.1	NC_001143.9	161601	162335	+	735	3439	3072	2756	3907
GeneID:853703	NC_001143.9	162487	162558	-	72	29	33	30	54
GenBank:NM_001179718.1	NC_001143.9	163642	164385	-	744	304743	328977	222046	160072
GenBank:NM_001179717.1	NC_001143.9	164917	165930	-	1014	19873	18720	16108	12003
GenBank:NM_001179716.1	NC_001143.9	166544	167452	+	909	43143	40704	47821	48711
GenBank:NM_001179715.1	NC_001143.9	167612	168829	-	1218	5417	5263	5589	5539
GenBank:NM_001179714.1	NC_001143.9	169207	171129	-	1923	42497	46941	60845	64032
GenBank:NM_001179712.1	NC_001143.9	171783	173861	+	2079	14585	14405	16014	12942
GenBank:NM_001179711.1	NC_001143.9	174213	175616	+	1404	38530	37853	40945	36071
GenBank:NM_001179710.1	NC_001143.9	175843	176481	-	639	2264	1992	1692	2391
GenBank:NM_001179709.1	NC_001143.9	176781	178172	+	1392	4044	4324	3546	4359
GenBank:NM_001179708.1	NC_001143.9	178515	179174	+	660	26305	24873	26288	22484
GenBank:NM_001179707.1	NC_001143.9	179667	180263	+	597	22134	22905	28894	38953
GenBank:NM_001179706.1	NC_001143.9	180779	182425	+	1647	5015	4957	4837	4512
GenBank:NM_001179705.1	NC_001143.9	182958	184544	+	1587	4697	4495	4390	4426
GenBank:NM_001184513.1	NC_001143.9	184803	185012	-	210	4813	4491	3781	5371
GenBank:NM_001179704.1	NC_001143.9	185286	185681	-	396	5120	5112	4102	6155
GenBank:NM_001179703.1	NC_001143.9	185957	186292	+	336	7520	6377	5739	12114
GenBank:NM_001179701.1	NC_001143.9	186460	188640	-	2181	9473	9991	8879	8450
GenBank:NM_001179700.2	NC_001143.9	189124	191442	-	2319	5216	5375	4551	5845
GenBank:NM_001179699.2	NC_001143.9	191679	193070	-	1392	16973	16944	12637	10422
GenBank:NM_001179698.1	NC_001143.9	193574	194866	-	1293	1598	2000	1031	1289
GenBank:NM_001179696.1	NC_001143.9	195288	196028	-	741	3350	3087	2884	3961
GenBank:NM_001179695.2	NC_001143.9	196349	200167	-	3819	5103	5217	4603	3841
GenBank:NM_001179694.1	NC_001143.9	200884	201771	-	888	1604	2521	1860	3842
GeneID:853731	NC_001143.9	202999	203071	+	73	11	10	5	15
GenBank:NM_001179693.1	NC_001143.9	203541	205253	+	1713	3374	3858	3365	3303
GenBank:NM_001179692.1	NC_001143.9	205707	207749	+	2043	9125	10079	7807	7959
GenBank:NM_001179691.1	NC_001143.9	208247	210130	+	1884	3979	4184	3626	3893
GenBank:NM_001179690.1	NC_001143.9	210593	212332	+	1740	9424	9406	8373	6613
GenBank:NM_001179688.1	NC_001143.9	212495	212998	-	504	5507	5215	4736	6475
GenBank:NM_001179687.1	NC_001143.9	214142	216700	+	2559	4278	4473	4077	3790
GenBank:NM_001179686.1	NC_001143.9	217344	218318	+	975	2192	2486	1817	2113
GenBank:NM_001179685.1	NC_001143.9	218570	219217	-	648	4109	3351	3358	6907
GeneID:853742	NC_001143.9	219895	219967	+	73	26	14	9	18
GenBank:NM_001179683.1	NC_001143.9	220324	220974	+	651	32106	33878	35537	36491
GenBank:NM_001179682.1	NC_001143.9	221344	222900	-	1557	2724	3192	2690	2968
GenBank:NM_001179680.1	NC_001143.9	223352	224455	-	1104	6428	6715	5552	7150
GenBank:NM_001179679.1	NC_001143.9	224727	225875	-	1149	6877	7004	7332	8808
GenBank:NM_001179678.1	NC_001143.9	226570	228765	+	2196	8359	8408	8953	9492
GenBank:NM_001179676.1	NC_001143.9	228939	229880	-	942	2887	3508	2515	3383
GenBank:NM_001179675.1	NC_001143.9	232227	233891	+	1665	10551	13616	13782	23300
GenBank:NM_001179674.1	NC_001143.9	234426	235787	+	1362	2509	2330	2470	2159
GenBank:NM_001179673.1	NC_001143.9	236141	237070	+	930	21398	17904	33135	18600
GenBank:NM_001184482.1	NC_001143.9	237147	237266	-	120	389	268	467	287
GenBank:NM_001179672.1	NC_001143.9	237536	238891	+	1356	6550	7101	5321	7274
GenBank:NM_001179671.1	NC_001143.9	239185	242583	-	3399	5307	5850	4328	3657
GenBank:NM_001179670.1	NC_001143.9	243220	245373	-	2154	10961	13248	11738	10809
GenBank:NM_001395037.1	NC_001143.9	245032	245286	+	255	0	0	0	0
GenBank:NM_001179669.1	NC_001143.9	246138	247682	-	1545	11057	10175	11743	9306
GenBank:NM_001348849.1	NC_001143.9	248062	248367	-	306	55	64	37	43
GenBank:NM_001179667.2	NC_001143.9	248920	253476	+	4557	5128	6133	6954	8668
GenBank:NM_001179666.1	NC_001143.9	253697	255460	-	1764	16058	15119	15184	11550
GenBank:NM_001179665.1	NC_001143.9	255720	256472	-	753	3997	3818	2978	4698
GenBank:NM_001179664.1	NC_001143.9	256770	257843	+	1074	4741	4647	3945	4115
GenBank:NM_001348850.1	NC_001143.9	258503	258913	-	411	50	56	52	52
GenBank:NM_001184604.1	NC_001143.9	259073	259222	-	150	114	135	202	209
GenBank:NM_001180025.1	NC_001143.9	259253	259531	+	279	83050	86175	104837	110599
GenBank:NM_001179662.1	NC_001143.9	261132	261851	+	720	1397	1689	5292	8389
GenBank:NM_001179661.1	NC_001143.9	262277	263113	+	837	2564	2772	3071	2321
GenBank:NM_001179660.1	NC_001143.9	263349	264290	+	942	22609	22620	19781	17314
GenBank:NM_001179659.1	NC_001143.9	264789	265808	+	1020	15849	13691	19212	13270
GenBank:NM_001179658.1	NC_001143.9	266145	269459	-	3315	2170	2515	2702	3747
GenBank:NM_001179657.1	NC_001143.9	269718	270650	-	933	5916	6057	6208	5101
GenBank:NM_001179656.1	NC_001143.9	271878	273209	+	1332	2515	2577	2133	2700
GenBank:NM_001179655.1	NC_001143.9	273394	275043	+	1650	1811	1910	1599	2079
GenBank:NM_001179654.1	NC_001143.9	275283	276998	+	1716	5361	5798	5026	5307
GenBank:NM_001179653.1	NC_001143.9	277189	277863	-	675	3752	4430	3630	4367
GenBank:NM_001179652.1	NC_001143.9	278281	278664	+	384	989	790	776	249
GenBank:NM_001179651.1	NC_001143.9	279123	280127	+	1005	24237	25256	30737	30833
GenBank:NM_001179650.1	NC_001143.9	280509	280859	+	351	1736	1768	1373	1113
GenBank:NM_001179648.1	NC_001143.9	281025	282329	-	1305	9469	11176	8031	8686
GenBank:NM_001179647.1	NC_001143.9;NC_001143.9	282891;283422	283095;284455	+;+	1239	15365	18915	16364	21602
GenBank:NR_132200.1	NC_001143.9	283185	283279	+	95	63	71	26	42
GenBank:NM_001179646.1	NC_001143.9	285030	286208	+	1179	9967	10670	10126	12504
GenBank:NM_001179645.1	NC_001143.9	286603	288573	+	1971	6492	6497	6047	7264
GenBank:NM_001179644.1	NC_001143.9	288845	291052	+	2208	1775	1862	1284	1339
GenBank:NM_001179643.1	NC_001143.9	291453	292631	+	1179	10294	10436	10249	10724
GenBank:NM_001179641.1	NC_001143.9	292956	294308	-	1353	5622	5127	5265	4703
GenBank:NM_001179640.1	NC_001143.9	294610	296193	-	1584	4548	5151	3672	3983
GenBank:NM_001179639.1	NC_001143.9	296430	299075	+	2646	6546	8088	3600	4281
GenBank:NM_001179638.1	NC_001143.9	299582	301882	+	2301	3959	4009	1517	1634
GeneID:853791	NC_001143.9;NC_001143.9	302918;302988	302953;303023	+;+	72	80	55	51	47
GenBank:NM_001179637.1	NC_001143.9	305114	305884	+	771	2215	2351	1571	1455
GenBank:NM_001179636.1	NC_001143.9	306211	306720	+	510	1256	1363	1096	1018
GenBank:NM_001179635.1	NC_001143.9	307285	307827	+	543	4991	4727	5151	4603
GeneID:853795	NC_001143.9	308144	308217	-	74	11	8	18	18
GenBank:NM_001184534.1	NC_001143.9	309206	309442	+	237	1034	1014	788	1127
GenBank:NM_001179634.1	NC_001143.9	310199	313078	+	2880	5471	6254	6000	5490
GeneID:853797	NC_001143.9	313401	313472	-	72	27	17	9	15
GenBank:NM_001179633.1	NC_001143.9	314812	315273	+	462	16524	17229	16565	28697
GenBank:NM_001184684.1	NC_001143.9	315954	316175	+	222	32922	20127	57520	46068
GenBank:NM_001179631.2	NC_001143.9	316437	317057	-	621	20193	18405	16528	17815
GenBank:NM_001179630.1	NC_001143.9	317764	320673	+	2910	11562	12503	11119	9511
GenBank:NM_001179629.1	NC_001143.9	321015	321518	-	504	3352	3245	3131	4094
